dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,minima,cps,train_acc,val_acc
mnist,trainUval,resnet,20,79,a1,1e-06,1e-06,8.424214028533129,109,216,0.9990833333333333,0.9781
mnist,trainUval,resnet,20,200,a1,1e-06,1e-06,11.212648746445211,49,95,1.0,0.9805
mnist,trainUval,resnet,20,35,a1,1e-06,1e-06,10.748532289511445,186,366,0.99125,0.9743
mnist,val,resnet,20,189,a1,1e-06,1e-06,11.136703240098313,18,35,1.0,0.98
mnist,val,resnet,20,15,a1,1e-06,1e-06,6.97653457950355,61,118,0.9777166666666667,0.9677
mnist,val,resnet,20,43,a1,1e-06,1e-06,8.32209082251461,46,88,0.9955666666666667,0.9756
cifar,train,resnet,20,16,a1,1e-06,1e-06,12.36032058461035,125,246,0.81482,0.7744
cifar,train,resnet,20,119,a1,1e-06,1e-06,6.246711702270886,74,145,0.98946,0.8458
cifar,train,resnet,20,20,a1,1e-06,1e-06,9.338316516291343,140,267,0.85328,0.795
cifar,train,resnet,20,104,a1,1e-06,1e-06,7.635350144610015,82,162,0.96448,0.8382
cifar,trainUval,resnet,20,65,a1,1e-06,1e-06,18.350956848186797,57,113,0.98704,0.8446
cifar,trainUval,resnet,20,150,a1,1e-06,1e-06,14.348139043292576,128,253,0.99978,0.865
cifar,trainUval,resnet,20,34,a1,1e-06,1e-06,13.970203598682929,156,308,0.8375,0.7751
cifar,trainUval,resnet,20,106,a1,1e-06,1e-06,12.755204073291338,100,198,0.96248,0.8327
cifar,val,resnet,20,193,a1,1e-06,1e-06,12.926930386020103,50,97,0.96294,0.8332
cifar,val,resnet,20,141,a1,1e-06,1e-06,15.371170425575542,48,94,0.99972,0.8641
cifar,val,resnet,20,27,a1,1e-06,1e-06,12.74956277281899,55,108,0.91528,0.8261
cifar,val,resnet,20,33,a1,1e-06,1e-06,10.866578871175534,45,89,0.82208,0.7685
mnist,train,densenet,20,84,a1,1e-06,1e-06,9.198040253367253,155,302,0.9950166666666667,0.9706
mnist,train,densenet,20,50,a1,1e-06,1e-06,9.537539812407658,167,321,0.9860666666666666,0.9662
mnist,train,densenet,20,61,a1,1e-06,1e-06,9.11885843632092,163,311,0.9891333333333333,0.9677
mnist,trainUval,densenet,20,162,a1,1e-06,1e-06,9.017629356581097,128,247,0.9996666666666667,0.9722
mnist,trainUval,densenet,20,98,a1,1e-06,1e-06,8.869506339775967,159,309,0.9978833333333333,0.9709
mnist,trainUval,densenet,20,198,a1,1e-06,1e-06,9.356325468601767,105,205,0.99995,0.974
mnist,trainUval,densenet,20,86,a1,1e-06,1e-06,9.107597493915591,166,323,0.9956,0.9701
mnist,val,densenet,20,146,a1,1e-06,1e-06,8.939476737621817,46,88,0.9992666666666666,0.9715
mnist,val,densenet,20,82,a1,1e-06,1e-06,8.85649918406125,48,93,0.9946,0.9693
mnist,val,densenet,20,69,a1,1e-06,1e-06,9.355068551371915,48,95,0.9887166666666667,0.9676
mnist,val,densenet,20,154,a1,1e-06,1e-06,9.007271571192177,39,73,0.9995,0.9729
cifar,train,densenet,20,94,a1,1e-06,1e-06,7.866907586771845,123,244,0.95706,0.8313
cifar,train,densenet,20,7,a1,1e-06,1e-06,13.059544349149292,202,399,0.7675,0.7185
cifar,train,densenet,20,125,a1,1e-06,1e-06,4.806902505367361,323,628,0.99836,0.8659
cifar,train,densenet,20,140,a1,1e-06,1e-06,2.8163101105133137,380,732,0.99982,0.874
cifar,trainUval,densenet,20,131,a1,1e-06,1e-06,13.076909004953222,361,704,0.99942,0.8708
cifar,trainUval,densenet,20,4,a1,1e-06,1e-06,19.211181733620833,269,523,0.68248,0.6535
cifar,trainUval,densenet,20,167,a1,1e-06,1e-06,12.373301042818298,149,295,0.96384,0.8435
cifar,trainUval,densenet,20,68,a1,1e-06,1e-06,13.477584022326937,122,241,0.99722,0.8484
cifar,val,densenet,20,137,a1,1e-06,1e-06,13.146830850195784,90,177,0.99978,0.874
cifar,val,densenet,20,64,a1,1e-06,1e-06,13.77088763518259,52,102,0.99646,0.848
cifar,val,densenet,20,171,a1,1e-06,1e-06,12.34790764893387,57,110,0.96238,0.8369
cifar,val,densenet,20,174,a1,1e-06,1e-06,11.610986931866591,50,98,0.96046,0.8385
mnist,train,resnet,20,60,a1,1e-06,1e-06,8.449694981779999,142,274,0.9982333333333333,0.9776
mnist,train,resnet,20,87,a1,1e-06,1e-06,5.950456101900841,88,173,0.9996,0.9784
mnist,train,resnet,20,55,a1,1e-06,1e-06,8.812287009253168,138,268,0.9979833333333333,0.9779
mnist,train,resnet,20,21,a1,1e-06,1e-06,11.104329811143998,193,378,0.9854333333333334,0.9708
mnist,trainUval,resnet,20,99,a1,1e-06,1e-06,8.41399875338459,92,180,0.9998333333333334,0.979
mnist,trainUval,resnet,20,81,a1,1e-06,1e-06,9.460181691628122,108,210,0.9992166666666666,0.9781
mnist,trainUval,resnet,20,138,a1,1e-06,1e-06,10.019036902044036,79,155,0.9999666666666667,0.9803
mnist,trainUval,resnet,20,12,a1,1e-06,1e-06,11.723669503105384,237,461,0.9691666666666666,0.9611
mnist,val,resnet,20,49,a1,1e-06,1e-06,8.250258474714315,41,81,0.9971833333333333,0.9764
mnist,val,resnet,20,36,a1,1e-06,1e-06,8.057656136880041,50,98,0.99215,0.9738
mnist,val,resnet,20,6,a1,1e-06,1e-06,7.107760987988513,61,119,0.9584,0.9523
cifar,train,resnet,20,42,a1,1e-06,1e-06,8.385725349204677,131,256,0.89526,0.8109
cifar,train,resnet,20,93,a1,1e-06,1e-06,8.921150871491022,113,220,0.94996,0.8291
cifar,train,resnet,20,28,a1,1e-06,1e-06,9.10959027895683,120,237,0.91558,0.8236
cifar,train,resnet,20,129,a1,1e-06,1e-06,3.7228781019828148,122,239,0.99806,0.857
cifar,trainUval,resnet,20,181,a1,1e-06,1e-06,13.339824900772669,145,285,0.95548,0.8322
cifar,trainUval,resnet,20,135,a1,1e-06,1e-06,14.540456811252398,120,236,0.99892,0.8626
cifar,trainUval,resnet,20,29,a1,1e-06,1e-06,13.452645758519452,151,299,0.91866,0.8262
cifar,trainUval,resnet,20,110,a1,1e-06,1e-06,13.33512814673577,87,173,0.96668,0.8349
cifar,val,resnet,20,114,a1,1e-06,1e-06,14.081872565153503,32,63,0.9809,0.8448
cifar,val,resnet,20,158,a1,1e-06,1e-06,12.622023270448608,35,69,0.93494,0.8184
cifar,val,resnet,20,58,a1,1e-06,1e-06,17.36359622788234,38,75,0.96932,0.8424
cifar,val,resnet,20,157,a1,1e-06,1e-06,12.103202181959091,51,98,0.91848,0.8064
mnist,train,densenet,20,41,a1,1e-06,1e-06,9.436025438497836,161,314,0.9806166666666667,0.9652
mnist,train,densenet,20,91,a1,1e-06,1e-06,9.166691009325177,154,303,0.9967166666666667,0.9708
mnist,train,densenet,20,163,a1,1e-06,1e-06,6.934514209185977,110,213,0.9997333333333334,0.9729
mnist,trainUval,densenet,20,0,a1,1e-06,1e-06,13.098461508750916,839,1637,0.09813333333333334,0.096
mnist,trainUval,densenet,20,116,a1,1e-06,1e-06,9.099292310418264,158,310,0.99905,0.9717
mnist,trainUval,densenet,20,45,a1,1e-06,1e-06,9.22281047649949,166,317,0.9833666666666666,0.9656
mnist,trainUval,densenet,20,59,a1,1e-06,1e-06,9.379737073885053,174,330,0.98875,0.9676
mnist,val,densenet,20,10,a1,1e-06,1e-06,8.53334177256329,54,103,0.9052333333333333,0.9012
mnist,val,densenet,20,23,a1,1e-06,1e-06,9.51495805862578,39,74,0.9625833333333333,0.9534
mnist,val,densenet,20,186,a1,1e-06,1e-06,9.546707313902516,31,61,0.9999166666666667,0.9721
mnist,val,densenet,20,164,a1,1e-06,1e-06,9.83809227169263,33,62,0.99975,0.9727
cifar,train,densenet,20,160,a1,1e-06,1e-06,8.6813728018941,129,255,0.94022,0.8277
cifar,train,densenet,20,152,a1,1e-06,1e-06,9.384954024199942,114,222,0.9232,0.8182
cifar,train,densenet,20,185,a1,1e-06,1e-06,7.580579982529116,156,305,0.96006,0.8409
cifar,train,densenet,20,102,a1,1e-06,1e-06,7.899432383688463,152,297,0.97562,0.8453
cifar,trainUval,densenet,20,11,a1,1e-06,1e-06,15.159828399216167,198,387,0.73818,0.6995
cifar,trainUval,densenet,20,44,a1,1e-06,1e-06,12.546002626291965,144,283,0.91978,0.8176
cifar,trainUval,densenet,20,72,a1,1e-06,1e-06,11.98593621705902,142,279,0.9068,0.8019
cifar,trainUval,densenet,20,3,a1,1e-06,1e-06,23.75660282498393,312,616,0.61074,0.5877
cifar,val,densenet,20,25,a1,1e-06,1e-06,11.882615663835736,41,80,0.91636,0.8159
cifar,val,densenet,20,77,a1,1e-06,1e-06,12.539380156610719,53,103,0.9362,0.8172
cifar,val,densenet,20,39,a1,1e-06,1e-06,11.401682892855206,43,83,0.90312,0.8136
cifar,val,densenet,20,89,a1,1e-06,1e-06,11.147132924356583,43,85,0.96026,0.8383
mnist,train,resnet,20,132,a1,1e-06,1e-06,3.782576179221792,69,136,0.99995,0.9803
mnist,train,resnet,20,151,a1,1e-06,1e-06,3.7200030587007404,63,123,0.9999666666666667,0.9801
mnist,train,resnet,20,165,a1,1e-06,1e-06,2.4146617758744924,52,102,0.9999833333333333,0.9796
mnist,train,resnet,20,177,a1,1e-06,1e-06,1.3570157703293262,47,91,0.9999833333333333,0.9807
mnist,trainUval,resnet,20,191,a1,1e-06,1e-06,10.994787996535479,56,111,1.0,0.9803
mnist,trainUval,resnet,20,83,a1,1e-06,1e-06,8.701702092598794,112,221,0.9993333333333333,0.978
mnist,trainUval,resnet,20,80,a1,1e-06,1e-06,9.084362048125172,116,225,0.9990833333333333,0.9777
mnist,trainUval,resnet,20,57,a1,1e-06,1e-06,8.609524431562022,150,289,0.998,0.9773
mnist,val,resnet,20,172,a1,1e-06,1e-06,11.127221697833306,23,45,0.9999833333333333,0.9798
mnist,val,resnet,20,66,a1,1e-06,1e-06,8.203845587609635,40,76,0.99835,0.9775
mnist,val,resnet,20,145,a1,1e-06,1e-06,10.404088002058302,23,45,0.99995,0.9797
cifar,train,resnet,20,70,a1,1e-06,1e-06,6.034948033483261,51,100,0.9899,0.8448
cifar,train,resnet,20,144,a1,1e-06,1e-06,2.8158437234603753,135,266,0.9997,0.8657
cifar,train,resnet,20,199,a1,1e-06,1e-06,8.064617565387834,162,317,0.96606,0.8303
cifar,train,resnet,20,74,a1,1e-06,1e-06,9.183130773223638,126,245,0.90912,0.8113
cifar,trainUval,resnet,20,130,a1,1e-06,1e-06,14.208372699508232,119,234,0.99844,0.8611
cifar,trainUval,resnet,20,22,a1,1e-06,1e-06,10.7161569061509,141,279,0.87082,0.8007
cifar,trainUval,resnet,20,149,a1,1e-06,1e-06,14.758899458941869,138,270,0.99976,0.8636
cifar,trainUval,resnet,20,53,a1,1e-06,1e-06,12.318587232844266,153,303,0.9487,0.8309
cifar,val,resnet,20,111,a1,1e-06,1e-06,13.842201879082268,34,67,0.97882,0.8458
cifar,val,resnet,20,188,a1,1e-06,1e-06,12.939695559351662,44,85,0.96588,0.8388
cifar,val,resnet,20,90,a1,1e-06,1e-06,11.417125566435288,33,65,0.93574,0.8279
cifar,val,resnet,20,62,a1,1e-06,1e-06,16.98468056795332,22,43,0.98224,0.8425
mnist,train,densenet,20,123,a1,1e-06,1e-06,8.197869758519232,121,235,0.9991333333333333,0.9713
mnist,train,densenet,20,100,a1,1e-06,1e-06,9.15281680222563,153,296,0.9982333333333333,0.9711
mnist,train,densenet,20,31,a1,1e-06,1e-06,8.68998438138533,160,306,0.9668166666666667,0.9562
mnist,trainUval,densenet,20,182,a1,1e-06,1e-06,9.310506898749509,100,192,0.9999,0.9716
mnist,trainUval,densenet,20,117,a1,1e-06,1e-06,9.40525572260458,160,308,0.9990666666666667,0.9714
mnist,trainUval,densenet,20,187,a1,1e-06,1e-06,9.30241631775516,97,191,0.9999333333333333,0.9733
mnist,trainUval,densenet,20,134,a1,1e-06,1e-06,9.032852845847856,148,289,0.9993,0.9712
mnist,val,densenet,20,143,a1,1e-06,1e-06,8.973052657179096,42,78,0.9992666666666666,0.9718
mnist,val,densenet,20,18,a1,1e-06,1e-06,9.11923513581496,42,81,0.95395,0.9443
mnist,val,densenet,20,180,a1,1e-06,1e-06,9.663454861644027,31,60,0.9999,0.9728
mnist,val,densenet,20,155,a1,1e-06,1e-06,9.514376250956957,42,78,0.99955,0.9722
cifar,train,densenet,20,103,a1,1e-06,1e-06,6.587486513019371,119,233,0.97674,0.8446
cifar,train,densenet,20,30,a1,1e-06,1e-06,9.022264944549875,151,298,0.93554,0.8197
cifar,train,densenet,20,73,a1,1e-06,1e-06,7.971287016527867,145,281,0.91884,0.8111
cifar,train,densenet,20,109,a1,1e-06,1e-06,7.13215978826247,198,388,0.98506,0.854
cifar,trainUval,densenet,20,76,a1,1e-06,1e-06,13.598099302036758,126,250,0.93106,0.8272
cifar,trainUval,densenet,20,197,a1,1e-06,1e-06,12.324984937262116,212,410,0.97844,0.8524
cifar,trainUval,densenet,20,178,a1,1e-06,1e-06,14.86814068012552,153,301,0.96674,0.8425
cifar,trainUval,densenet,20,190,a1,1e-06,1e-06,11.398063414097578,178,348,0.97628,0.8558
cifar,val,densenet,20,13,a1,1e-06,1e-06,11.89795432857295,63,123,0.77016,0.7332
cifar,val,densenet,20,95,a1,1e-06,1e-06,11.894377728419158,46,90,0.97096,0.8431
cifar,val,densenet,20,136,a1,1e-06,1e-06,13.293008112396365,94,181,0.9998,0.8732
cifar,val,densenet,20,184,a1,1e-06,1e-06,11.443604693693487,50,99,0.96574,0.8429
mnist,train,resnet,20,139,a1,1e-06,1e-06,3.52359637017355,67,132,0.99995,0.9792
mnist,train,resnet,20,51,a1,1e-06,1e-06,9.3518563826118,143,282,0.9974,0.9764
mnist,train,resnet,20,153,a1,1e-06,1e-06,3.404631635485316,59,116,0.9999833333333333,0.9792
mnist,train,resnet,20,113,a1,1e-06,1e-06,4.342365357890458,72,142,0.9999333333333333,0.9804
mnist,trainUval,resnet,20,168,a1,1e-06,1e-06,9.733134393609362,64,124,0.9999833333333333,0.9813
mnist,trainUval,resnet,20,161,a1,1e-06,1e-06,9.82623377712764,60,118,0.9999666666666667,0.9794
mnist,trainUval,resnet,20,105,a1,1e-06,1e-06,9.539164245101801,78,155,0.9999166666666667,0.9789
mnist,trainUval,resnet,20,46,a1,1e-06,1e-06,9.175655417081998,176,337,0.9965833333333334,0.9771
mnist,val,resnet,20,24,a1,1e-06,1e-06,7.4871998155235815,53,101,0.98655,0.9721
mnist,val,resnet,20,40,a1,1e-06,1e-06,7.9850683038940815,42,82,0.99445,0.9748
mnist,val,resnet,20,121,a1,1e-06,1e-06,10.563250987652168,25,49,0.99995,0.9789
cifar,train,resnet,20,71,a1,1e-06,1e-06,10.549638455936474,145,283,0.89708,0.8014
cifar,train,resnet,20,17,a1,1e-06,1e-06,12.373528336135223,124,244,0.81926,0.7725
cifar,train,resnet,20,1,a1,1e-06,1e-06,32.302374223741936,223,435,0.492,0.4807
cifar,train,resnet,20,183,a1,1e-06,1e-06,7.086729545350067,156,304,0.9629,0.8329
cifar,trainUval,resnet,20,101,a1,1e-06,1e-06,14.290128494930286,108,211,0.96376,0.8354
cifar,trainUval,resnet,20,38,a1,1e-06,1e-06,11.044873762813722,106,210,0.87342,0.8039
cifar,trainUval,resnet,20,127,a1,1e-06,1e-06,13.840669948476943,88,172,0.99686,0.8576
cifar,trainUval,resnet,20,54,a1,1e-06,1e-06,14.575936349609151,138,272,0.95254,0.8315
cifar,val,resnet,20,63,a1,1e-06,1e-06,19.205849500983618,21,41,0.98448,0.8457
cifar,val,resnet,20,2,a1,1e-06,1e-06,16.46493445741362,52,103,0.60434,0.5917
cifar,val,resnet,20,156,a1,1e-06,1e-06,13.126239825590346,45,89,0.9271,0.8138
cifar,val,resnet,20,92,a1,1e-06,1e-06,15.748804319529768,40,77,0.9391,0.8209
mnist,train,densenet,20,189,a1,1e-06,1e-06,4.965298360414295,95,186,0.9999666666666667,0.972
mnist,train,densenet,20,15,a1,1e-06,1e-06,8.989054288518673,153,294,0.9457,0.9373
mnist,train,densenet,20,43,a1,1e-06,1e-06,9.229588691937806,154,297,0.98205,0.9649
mnist,trainUval,densenet,20,16,a1,1e-06,1e-06,9.499211128062598,181,348,0.9485833333333333,0.9391
mnist,trainUval,densenet,20,119,a1,1e-06,1e-06,9.0028517391371,141,274,0.9989833333333333,0.971
mnist,trainUval,densenet,20,20,a1,1e-06,1e-06,9.39899366439613,183,350,0.9592833333333334,0.9502
mnist,trainUval,densenet,20,104,a1,1e-06,1e-06,9.373459980007851,173,334,0.9982666666666666,0.9714
mnist,val,densenet,20,65,a1,1e-06,1e-06,9.531728953187894,49,91,0.9893,0.9673
mnist,val,densenet,20,150,a1,1e-06,1e-06,9.240211276632408,42,78,0.9992833333333333,0.9721
mnist,val,densenet,20,34,a1,1e-06,1e-06,10.021511055414749,37,73,0.9720833333333333,0.9594
mnist,val,densenet,20,106,a1,1e-06,1e-06,9.14126938015545,45,86,0.99855,0.971
cifar,train,densenet,20,193,a1,1e-06,1e-06,7.6930916647537515,192,373,0.96282,0.8354
cifar,train,densenet,20,141,a1,1e-06,1e-06,2.066930852383166,402,783,0.99984,0.8746
cifar,train,densenet,20,27,a1,1e-06,1e-06,8.71061103028353,150,294,0.92928,0.8185
cifar,train,densenet,20,33,a1,1e-06,1e-06,10.430229545886732,143,283,0.86782,0.7872
cifar,trainUval,densenet,20,173,a1,1e-06,1e-06,11.968784792607039,143,279,0.95934,0.8405
cifar,trainUval,densenet,20,115,a1,1e-06,1e-06,13.238532600741792,221,431,0.99214,0.858
cifar,trainUval,densenet,20,195,a1,1e-06,1e-06,15.132967263185606,171,336,0.96688,0.8416
cifar,trainUval,densenet,20,9,a1,1e-06,1e-06,13.021041694018095,220,432,0.79738,0.7418
cifar,val,densenet,20,26,a1,1e-06,1e-06,10.80841898210997,49,96,0.92282,0.8139
cifar,val,densenet,20,5,a1,1e-06,1e-06,11.762122044077842,67,130,0.71228,0.6806
cifar,val,densenet,20,75,a1,1e-06,1e-06,12.041817709707402,49,95,0.92906,0.8181
cifar,val,densenet,20,166,a1,1e-06,1e-06,11.871665195765672,38,75,0.9286,0.8119
mnist,train,resnet,20,124,a1,1e-06,1e-06,3.7674439859705444,68,134,0.9999666666666667,0.9801
mnist,train,resnet,20,194,a1,1e-06,1e-06,0.6877128435884288,41,80,1.0,0.98
mnist,train,resnet,20,170,a1,1e-06,1e-06,1.6323612681912891,57,113,0.9999833333333333,0.9798
mnist,train,resnet,20,78,a1,1e-06,1e-06,6.844179602292002,100,196,0.9989833333333333,0.9787
mnist,trainUval,resnet,20,84,a1,1e-06,1e-06,9.340008669423469,101,196,0.9993,0.9785
mnist,trainUval,resnet,20,50,a1,1e-06,1e-06,8.944161359178679,161,316,0.9971833333333333,0.9754
mnist,trainUval,resnet,20,61,a1,1e-06,1e-06,8.774708112901408,147,280,0.9982333333333333,0.9773
mnist,val,resnet,20,162,a1,1e-06,1e-06,10.09708037461587,24,47,0.9999666666666667,0.9793
mnist,val,resnet,20,98,a1,1e-06,1e-06,9.417068290616044,30,59,0.9998166666666667,0.9801
mnist,val,resnet,20,198,a1,1e-06,1e-06,11.074940767054613,19,37,1.0,0.9808
mnist,val,resnet,20,86,a1,1e-06,1e-06,9.279602751415155,29,57,0.9996,0.9793
cifar,train,resnet,20,146,a1,1e-06,1e-06,3.2643619870730163,136,266,0.99976,0.8634
cifar,train,resnet,20,82,a1,1e-06,1e-06,9.330076170369125,127,248,0.92996,0.8222
cifar,train,resnet,20,69,a1,1e-06,1e-06,6.06342527703282,50,99,0.98984,0.8448
cifar,train,resnet,20,154,a1,1e-06,1e-06,12.910499099053709,93,181,0.92252,0.8121
cifar,trainUval,resnet,20,94,a1,1e-06,1e-06,13.002159565513011,97,192,0.94912,0.8323
cifar,trainUval,resnet,20,7,a1,1e-06,1e-06,13.088663093825744,160,315,0.77184,0.7346
cifar,trainUval,resnet,20,125,a1,1e-06,1e-06,14.163952619929319,128,252,0.99552,0.8544
cifar,trainUval,resnet,20,140,a1,1e-06,1e-06,14.55416361849825,138,272,0.99954,0.8637
cifar,val,resnet,20,131,a1,1e-06,1e-06,14.289991950608737,42,81,0.9983,0.8594
cifar,val,resnet,20,4,a1,1e-06,1e-06,10.53315863845637,41,81,0.695,0.6755
cifar,val,resnet,20,167,a1,1e-06,1e-06,12.501821231384383,49,97,0.94722,0.8251
cifar,val,resnet,20,68,a1,1e-06,1e-06,17.235185716256183,17,33,0.9896,0.8442
mnist,train,densenet,20,49,a1,1e-06,1e-06,9.014854118018775,157,297,0.9858166666666667,0.9663
mnist,train,densenet,20,36,a1,1e-06,1e-06,9.159948383903611,156,301,0.9750666666666666,0.961
mnist,train,densenet,20,6,a1,1e-06,1e-06,12.00945802332717,186,352,0.8936666666666667,0.8919
mnist,trainUval,densenet,20,42,a1,1e-06,1e-06,9.585276117653848,179,345,0.98115,0.9653
mnist,trainUval,densenet,20,93,a1,1e-06,1e-06,9.252417171793923,148,284,0.9971,0.9708
mnist,trainUval,densenet,20,28,a1,1e-06,1e-06,9.738566997438738,180,346,0.96485,0.9545
mnist,trainUval,densenet,20,129,a1,1e-06,1e-06,9.597568200978685,128,242,0.9993,0.9719
mnist,val,densenet,20,181,a1,1e-06,1e-06,9.664419242055146,36,69,0.9998833333333333,0.9726
mnist,val,densenet,20,135,a1,1e-06,1e-06,9.074861989131477,48,92,0.99925,0.9721
mnist,val,densenet,20,29,a1,1e-06,1e-06,9.37154236088827,41,79,0.9647666666666667,0.9543
mnist,val,densenet,20,110,a1,1e-06,1e-06,9.231147356483007,38,75,0.9986333333333334,0.9713
cifar,train,densenet,20,114,a1,1e-06,1e-06,6.014448193199314,213,415,0.99168,0.855
cifar,train,densenet,20,158,a1,1e-06,1e-06,9.53392752672346,132,259,0.94334,0.8281
cifar,train,densenet,20,58,a1,1e-06,1e-06,6.164472016597301,115,223,0.9878,0.843
cifar,train,densenet,20,157,a1,1e-06,1e-06,8.451312149373507,121,238,0.95186,0.8375
cifar,trainUval,densenet,20,169,a1,1e-06,1e-06,12.702415226588755,163,316,0.95996,0.838
cifar,trainUval,densenet,20,148,a1,1e-06,1e-06,13.636045927031773,439,858,0.9999,0.8731
cifar,trainUval,densenet,20,176,a1,1e-06,1e-06,12.725125868793384,161,315,0.9702,0.8464
cifar,trainUval,densenet,20,126,a1,1e-06,1e-06,13.493256709455636,324,631,0.9986,0.8715
cifar,val,densenet,20,32,a1,1e-06,1e-06,11.740580195686107,48,95,0.85412,0.7742
cifar,val,densenet,20,142,a1,1e-06,1e-06,13.153601438035366,87,171,0.99986,0.8744
cifar,val,densenet,20,108,a1,1e-06,1e-06,12.537994961613208,49,95,0.98402,0.849
cifar,val,densenet,20,85,a1,1e-06,1e-06,11.600084491371945,44,87,0.94394,0.8213
mnist,train,resnet,20,122,a1,1e-06,1e-06,3.6751364464257676,72,141,0.99995,0.9791
mnist,train,resnet,20,118,a1,1e-06,1e-06,3.86386966078544,69,134,0.9999166666666667,0.9799
mnist,train,resnet,20,112,a1,1e-06,1e-06,4.186597238347417,68,134,0.9999333333333333,0.979
mnist,train,resnet,20,48,a1,1e-06,1e-06,9.858520660619774,148,289,0.9968666666666667,0.9779
mnist,trainUval,resnet,20,41,a1,1e-06,1e-06,10.066703801404628,185,361,0.9950833333333333,0.9746
mnist,trainUval,resnet,20,91,a1,1e-06,1e-06,8.458454001686164,100,196,0.9997166666666667,0.9782
mnist,trainUval,resnet,20,163,a1,1e-06,1e-06,10.37770728690191,71,137,0.9999833333333333,0.9803
mnist,val,resnet,20,0,a1,1e-06,1e-06,6.051668763160706,150,289,0.09791666666666667,0.0975
mnist,val,resnet,20,116,a1,1e-06,1e-06,10.629458414868395,28,55,0.9999166666666667,0.9796
mnist,val,resnet,20,45,a1,1e-06,1e-06,8.37082959098666,42,82,0.9962166666666666,0.9759
mnist,val,resnet,20,59,a1,1e-06,1e-06,8.259404857096456,38,74,0.9981,0.9776
cifar,train,resnet,20,10,a1,1e-06,1e-06,11.374281445712768,157,309,0.80658,0.7611
cifar,train,resnet,20,23,a1,1e-06,1e-06,9.516544343742908,126,248,0.8854,0.8077
cifar,train,resnet,20,186,a1,1e-06,1e-06,8.485821467195592,135,261,0.96034,0.8394
cifar,train,resnet,20,164,a1,1e-06,1e-06,10.093366655552131,103,202,0.93384,0.8211
cifar,trainUval,resnet,20,160,a1,1e-06,1e-06,12.78758333184328,129,257,0.94996,0.8359
cifar,trainUval,resnet,20,152,a1,1e-06,1e-06,13.14005759809379,135,268,0.92792,0.8149
cifar,trainUval,resnet,20,185,a1,1e-06,1e-06,12.042623549261862,147,281,0.96144,0.8342
cifar,trainUval,resnet,20,102,a1,1e-06,1e-06,14.614457956858132,95,189,0.96218,0.8388
cifar,val,resnet,20,11,a1,1e-06,1e-06,13.622949257307482,52,102,0.74326,0.709
cifar,val,resnet,20,44,a1,1e-06,1e-06,12.681622766499345,49,95,0.90294,0.8153
cifar,val,resnet,20,72,a1,1e-06,1e-06,12.546464831452568,54,107,0.90166,0.8073
cifar,val,resnet,20,3,a1,1e-06,1e-06,12.705058354878929,50,99,0.6326,0.617
mnist,train,densenet,20,172,a1,1e-06,1e-06,6.51459755032954,109,209,0.9998833333333333,0.9722
mnist,train,densenet,20,66,a1,1e-06,1e-06,9.28347205486591,153,293,0.9892833333333333,0.9674
mnist,train,densenet,20,145,a1,1e-06,1e-06,8.743327557443877,141,273,0.9993166666666666,0.9722
mnist,trainUval,densenet,20,70,a1,1e-06,1e-06,9.095530614722293,179,346,0.9893666666666666,0.9677
mnist,trainUval,densenet,20,144,a1,1e-06,1e-06,8.961760996538942,138,265,0.9993333333333333,0.9723
mnist,trainUval,densenet,20,199,a1,1e-06,1e-06,9.245258789280797,106,202,0.99995,0.9724
