dataset,split,model,k,epoch,layer,thresh,thresh_mode,total_persistence,minima,cps,train_acc,val_acc
mnist,val,resnet,20,81,a1,1e-06,1e-06,9.45191659825798,32,62,0.9992166666666666,0.9781
mnist,val,resnet,20,138,a1,1e-06,1e-06,10.092844207763392,24,47,0.9999666666666667,0.9803
mnist,val,resnet,20,12,a1,1e-06,1e-06,6.801927134816651,64,124,0.9691666666666666,0.9611
cifar,train,resnet,20,49,a1,1e-06,1e-06,8.40251250466747,141,275,0.92904,0.8285
cifar,train,resnet,20,36,a1,1e-06,1e-06,10.441740271178332,125,248,0.86232,0.798
cifar,train,resnet,20,6,a1,1e-06,1e-06,11.723070152666878,135,267,0.74282,0.7149
cifar,trainUval,resnet,20,42,a1,1e-06,1e-06,13.08907626835071,139,274,0.89526,0.8109
cifar,trainUval,resnet,20,93,a1,1e-06,1e-06,11.170086203252936,122,242,0.94996,0.8291
cifar,trainUval,resnet,20,28,a1,1e-06,1e-06,13.238385391106135,144,284,0.91558,0.8236
cifar,trainUval,resnet,20,129,a1,1e-06,1e-06,14.150031435764504,131,254,0.99806,0.857
cifar,val,resnet,20,181,a1,1e-06,1e-06,13.388872111761202,38,73,0.95548,0.8322
cifar,val,resnet,20,135,a1,1e-06,1e-06,14.534521644636925,45,87,0.99892,0.8626
cifar,val,resnet,20,29,a1,1e-06,1e-06,13.556966116438957,55,109,0.91866,0.8262
cifar,val,resnet,20,110,a1,1e-06,1e-06,13.341145782425656,38,75,0.96668,0.8349
mnist,train,densenet,20,122,a1,1e-06,1e-06,8.480291541621,129,252,0.9991,0.9722
mnist,train,densenet,20,118,a1,1e-06,1e-06,9.134375604694469,136,264,0.99905,0.9717
mnist,train,densenet,20,112,a1,1e-06,1e-06,9.233559890692504,129,248,0.9987666666666667,0.9715
mnist,train,densenet,20,48,a1,1e-06,1e-06,9.376575212793114,171,331,0.9853,0.9658
mnist,trainUval,densenet,20,41,a1,1e-06,1e-06,9.434228381208413,179,347,0.9806166666666667,0.9652
mnist,trainUval,densenet,20,91,a1,1e-06,1e-06,9.167521585238774,175,336,0.9967166666666667,0.9708
mnist,trainUval,densenet,20,163,a1,1e-06,1e-06,9.842186008697354,117,227,0.9997333333333334,0.9729
mnist,val,densenet,20,0,a1,1e-06,1e-06,2.8130358457565308,119,231,0.09813333333333334,0.096
mnist,val,densenet,20,116,a1,1e-06,1e-06,9.139115301958896,44,84,0.99905,0.9717
mnist,val,densenet,20,45,a1,1e-06,1e-06,9.233665960736062,50,94,0.9833666666666666,0.9656
mnist,val,densenet,20,59,a1,1e-06,1e-06,9.36628633438113,49,95,0.98875,0.9676
cifar,train,densenet,20,10,a1,1e-06,1e-06,11.123233341913874,200,392,0.80224,0.7419
cifar,train,densenet,20,23,a1,1e-06,1e-06,9.22777598224036,146,287,0.89836,0.805
cifar,train,densenet,20,186,a1,1e-06,1e-06,8.872769140775745,160,313,0.96126,0.8371
cifar,train,densenet,20,164,a1,1e-06,1e-06,7.859172491845811,114,225,0.95514,0.8371
cifar,trainUval,densenet,20,160,a1,1e-06,1e-06,11.336661790883795,138,272,0.94022,0.8277
cifar,trainUval,densenet,20,152,a1,1e-06,1e-06,11.10510901759767,121,239,0.9232,0.8182
cifar,trainUval,densenet,20,185,a1,1e-06,1e-06,13.097383233519622,175,344,0.96006,0.8409
cifar,trainUval,densenet,20,102,a1,1e-06,1e-06,13.38739008931043,163,321,0.97562,0.8453
cifar,val,densenet,20,11,a1,1e-06,1e-06,11.571772293766116,60,117,0.73818,0.6995
cifar,val,densenet,20,44,a1,1e-06,1e-06,12.457507931527289,46,89,0.91978,0.8176
cifar,val,densenet,20,72,a1,1e-06,1e-06,11.76135643894861,42,83,0.9068,0.8019
cifar,val,densenet,20,3,a1,1e-06,1e-06,14.32197687306325,73,143,0.61074,0.5877
mnist,train,resnet,20,25,a1,1e-06,1e-06,10.854720744175324,187,361,0.9868,0.9717
mnist,train,resnet,20,77,a1,1e-06,1e-06,6.739551576258009,118,229,0.9990333333333333,0.9775
mnist,train,resnet,20,39,a1,1e-06,1e-06,10.57279312839455,167,325,0.9935666666666667,0.9749
mnist,train,resnet,20,89,a1,1e-06,1e-06,5.439658769415132,90,178,0.9996333333333334,0.979
mnist,trainUval,resnet,20,132,a1,1e-06,1e-06,10.344299284600766,75,145,0.99995,0.9803
mnist,trainUval,resnet,20,151,a1,1e-06,1e-06,9.82230520449832,75,147,0.9999666666666667,0.9801
mnist,trainUval,resnet,20,165,a1,1e-06,1e-06,11.251528109055357,65,128,0.9999833333333333,0.9796
mnist,trainUval,resnet,20,177,a1,1e-06,1e-06,10.840193921111563,53,105,0.9999833333333333,0.9807
mnist,val,resnet,20,191,a1,1e-06,1e-06,11.036015818694068,18,35,1.0,0.9803
mnist,val,resnet,20,83,a1,1e-06,1e-06,8.71199028417243,33,65,0.9993333333333333,0.978
mnist,val,resnet,20,80,a1,1e-06,1e-06,9.077103573464683,28,55,0.9990833333333333,0.9777
mnist,val,resnet,20,57,a1,1e-06,1e-06,8.308489074093586,41,79,0.998,0.9773
cifar,train,resnet,20,172,a1,1e-06,1e-06,8.163632438973309,110,216,0.95134,0.8302
cifar,train,resnet,20,66,a1,1e-06,1e-06,6.390039302486912,46,91,0.98866,0.8447
cifar,train,resnet,20,145,a1,1e-06,1e-06,3.3867097294454425,134,262,0.99974,0.8628
cifar,trainUval,resnet,20,70,a1,1e-06,1e-06,18.115387989182523,50,99,0.9899,0.8448
cifar,trainUval,resnet,20,144,a1,1e-06,1e-06,14.926181046748638,133,258,0.9997,0.8657
cifar,trainUval,resnet,20,199,a1,1e-06,1e-06,11.74472376771655,182,358,0.96606,0.8303
cifar,trainUval,resnet,20,74,a1,1e-06,1e-06,13.812100401406155,136,265,0.90912,0.8113
cifar,val,resnet,20,130,a1,1e-06,1e-06,14.246282631088548,39,76,0.99844,0.8611
cifar,val,resnet,20,22,a1,1e-06,1e-06,10.449501368133042,48,93,0.87082,0.8007
cifar,val,resnet,20,149,a1,1e-06,1e-06,14.742781370564671,52,100,0.99976,0.8636
cifar,val,resnet,20,53,a1,1e-06,1e-06,12.211919850528488,44,87,0.9487,0.8309
mnist,train,densenet,20,147,a1,1e-06,1e-06,8.762996979678405,134,261,0.9993166666666666,0.9726
mnist,train,densenet,20,37,a1,1e-06,1e-06,9.810279503760285,156,302,0.9767833333333333,0.9623
mnist,train,densenet,20,14,a1,1e-06,1e-06,8.952905210982863,180,348,0.93995,0.9335
mnist,train,densenet,20,159,a1,1e-06,1e-06,7.3513108468067685,113,218,0.9996666666666667,0.972
mnist,trainUval,densenet,20,123,a1,1e-06,1e-06,9.022401287511343,131,257,0.9991333333333333,0.9713
mnist,trainUval,densenet,20,100,a1,1e-06,1e-06,9.157057668904713,167,322,0.9982333333333333,0.9711
mnist,trainUval,densenet,20,31,a1,1e-06,1e-06,9.692643630876773,177,344,0.9668166666666667,0.9562
mnist,val,densenet,20,182,a1,1e-06,1e-06,9.374760078357212,37,70,0.9999,0.9716
mnist,val,densenet,20,117,a1,1e-06,1e-06,9.447191258815906,47,90,0.9990666666666667,0.9714
mnist,val,densenet,20,187,a1,1e-06,1e-06,9.349659501938731,30,59,0.9999333333333333,0.9733
mnist,val,densenet,20,134,a1,1e-06,1e-06,9.02694944231007,49,93,0.9993,0.9712
cifar,train,densenet,20,143,a1,1e-06,1e-06,2.1794712048620113,400,773,0.99988,0.8755
cifar,train,densenet,20,18,a1,1e-06,1e-06,11.373398718945282,136,268,0.8368,0.7736
cifar,train,densenet,20,180,a1,1e-06,1e-06,8.107150699867816,149,292,0.97328,0.852
cifar,train,densenet,20,155,a1,1e-06,1e-06,9.575344743615233,127,250,0.93492,0.8197
cifar,trainUval,densenet,20,103,a1,1e-06,1e-06,12.033329609007524,112,220,0.97674,0.8446
cifar,trainUval,densenet,20,30,a1,1e-06,1e-06,11.460716840538907,153,301,0.93554,0.8197
cifar,trainUval,densenet,20,73,a1,1e-06,1e-06,11.052958039724558,149,286,0.91884,0.8111
cifar,trainUval,densenet,20,109,a1,1e-06,1e-06,12.657199291842971,214,419,0.98506,0.854
cifar,val,densenet,20,76,a1,1e-06,1e-06,13.489787206327833,39,74,0.93106,0.8272
cifar,val,densenet,20,197,a1,1e-06,1e-06,12.345602617461282,61,117,0.97844,0.8524
cifar,val,densenet,20,178,a1,1e-06,1e-06,14.913160684629702,43,83,0.96674,0.8425
cifar,val,densenet,20,190,a1,1e-06,1e-06,11.375237301141397,56,106,0.97628,0.8558
mnist,train,resnet,20,13,a1,1e-06,1e-06,11.188441893657227,213,416,0.97185,0.9637
mnist,train,resnet,20,95,a1,1e-06,1e-06,4.8944457258197644,90,177,0.9997833333333334,0.9792
mnist,train,resnet,20,136,a1,1e-06,1e-06,3.570323334110981,65,128,0.99995,0.9799
mnist,train,resnet,20,184,a1,1e-06,1e-06,1.2076059624931759,39,76,0.9999833333333333,0.9803
mnist,trainUval,resnet,20,139,a1,1e-06,1e-06,10.47519968064671,69,134,0.99995,0.9792
mnist,trainUval,resnet,20,51,a1,1e-06,1e-06,9.358690459374543,164,324,0.9974,0.9764
mnist,trainUval,resnet,20,153,a1,1e-06,1e-06,10.402532126044434,75,148,0.9999833333333333,0.9792
mnist,trainUval,resnet,20,113,a1,1e-06,1e-06,10.025815565909625,80,158,0.9999333333333333,0.9804
mnist,val,resnet,20,168,a1,1e-06,1e-06,9.78469885302809,21,41,0.9999833333333333,0.9813
mnist,val,resnet,20,161,a1,1e-06,1e-06,9.893705226515408,24,46,0.9999666666666667,0.9794
mnist,val,resnet,20,105,a1,1e-06,1e-06,9.573914943949035,28,54,0.9999166666666667,0.9789
mnist,val,resnet,20,46,a1,1e-06,1e-06,8.199727861088832,43,84,0.9965833333333334,0.9771
cifar,train,resnet,20,24,a1,1e-06,1e-06,10.25956073187001,130,255,0.89018,0.8102
cifar,train,resnet,20,40,a1,1e-06,1e-06,9.197415143433432,139,275,0.8865,0.8067
cifar,train,resnet,20,121,a1,1e-06,1e-06,5.531701827615507,102,200,0.99174,0.8538
cifar,trainUval,resnet,20,71,a1,1e-06,1e-06,12.499263288893758,157,305,0.89708,0.8014
cifar,trainUval,resnet,20,17,a1,1e-06,1e-06,13.1527136284476,130,254,0.81926,0.7725
cifar,trainUval,resnet,20,1,a1,1e-06,1e-06,35.20797461562506,261,516,0.492,0.4807
cifar,trainUval,resnet,20,183,a1,1e-06,1e-06,11.839348878582427,162,321,0.9629,0.8329
cifar,val,resnet,20,101,a1,1e-06,1e-06,14.295741309962523,38,73,0.96376,0.8354
cifar,val,resnet,20,38,a1,1e-06,1e-06,10.881006462508026,43,83,0.87342,0.8039
cifar,val,resnet,20,127,a1,1e-06,1e-06,13.852010960172038,41,79,0.99686,0.8576
cifar,val,resnet,20,54,a1,1e-06,1e-06,14.556212157059235,41,80,0.95254,0.8315
mnist,train,densenet,20,19,a1,1e-06,1e-06,8.524760842426076,163,314,0.9571833333333334,0.9478
mnist,train,densenet,20,79,a1,1e-06,1e-06,9.510885216898032,154,304,0.99305,0.9695
mnist,train,densenet,20,200,a1,1e-06,1e-06,4.80959484413836,86,169,0.9999833333333333,0.9736
mnist,train,densenet,20,35,a1,1e-06,1e-06,8.95214125846087,148,288,0.9742833333333333,0.9598
mnist,trainUval,densenet,20,189,a1,1e-06,1e-06,9.478410149015644,97,192,0.9999666666666667,0.972
mnist,trainUval,densenet,20,15,a1,1e-06,1e-06,9.601511720753479,179,341,0.9457,0.9373
mnist,trainUval,densenet,20,43,a1,1e-06,1e-06,9.252860130230147,181,350,0.98205,0.9649
mnist,val,densenet,20,16,a1,1e-06,1e-06,9.525995997610153,41,79,0.9485833333333333,0.9391
mnist,val,densenet,20,119,a1,1e-06,1e-06,9.041185500169831,49,91,0.9989833333333333,0.971
mnist,val,densenet,20,20,a1,1e-06,1e-06,9.23578719031866,41,80,0.9592833333333334,0.9502
mnist,val,densenet,20,104,a1,1e-06,1e-06,8.830621483094205,45,84,0.9982666666666666,0.9714
cifar,train,densenet,20,65,a1,1e-06,1e-06,4.478750123466625,119,233,0.9967,0.8489
cifar,train,densenet,20,150,a1,1e-06,1e-06,2.5265110919672225,394,767,0.9999,0.8752
cifar,train,densenet,20,34,a1,1e-06,1e-06,10.474854058918822,131,257,0.85462,0.7817
cifar,train,densenet,20,106,a1,1e-06,1e-06,6.086308414782934,180,351,0.98184,0.8491
cifar,trainUval,densenet,20,193,a1,1e-06,1e-06,11.972379838522897,210,407,0.96282,0.8354
cifar,trainUval,densenet,20,141,a1,1e-06,1e-06,13.174962477832878,420,815,0.99984,0.8746
cifar,trainUval,densenet,20,27,a1,1e-06,1e-06,11.342591885075763,158,311,0.92928,0.8185
cifar,trainUval,densenet,20,33,a1,1e-06,1e-06,11.97422311329342,150,298,0.86782,0.7872
cifar,val,densenet,20,173,a1,1e-06,1e-06,11.997796991075575,34,66,0.95934,0.8405
cifar,val,densenet,20,115,a1,1e-06,1e-06,13.246403269075017,64,124,0.99214,0.858
cifar,val,densenet,20,195,a1,1e-06,1e-06,15.12402746405678,44,85,0.96688,0.8416
cifar,val,densenet,20,9,a1,1e-06,1e-06,11.733854184496522,73,140,0.79738,0.7418
mnist,train,resnet,20,26,a1,1e-06,1e-06,10.91792227439987,186,367,0.9872333333333333,0.972
mnist,train,resnet,20,5,a1,1e-06,1e-06,10.832670379985757,201,392,0.955,0.9473
mnist,train,resnet,20,75,a1,1e-06,1e-06,7.290443049622354,118,229,0.9988166666666667,0.9769
mnist,train,resnet,20,166,a1,1e-06,1e-06,2.3234926809551553,55,107,0.9999833333333333,0.98
mnist,trainUval,resnet,20,124,a1,1e-06,1e-06,10.343697424751213,80,156,0.9999666666666667,0.9801
mnist,trainUval,resnet,20,194,a1,1e-06,1e-06,10.7543066089886,55,108,1.0,0.98
mnist,trainUval,resnet,20,170,a1,1e-06,1e-06,10.398228332791973,62,121,0.9999833333333333,0.9798
mnist,trainUval,resnet,20,78,a1,1e-06,1e-06,8.470089267745152,119,233,0.9989833333333333,0.9787
mnist,val,resnet,20,84,a1,1e-06,1e-06,9.35821778203831,30,58,0.9993,0.9785
mnist,val,resnet,20,50,a1,1e-06,1e-06,8.569393796831264,42,83,0.9971833333333333,0.9754
mnist,val,resnet,20,61,a1,1e-06,1e-06,8.465598413110797,36,70,0.9982333333333333,0.9773
cifar,train,resnet,20,162,a1,1e-06,1e-06,9.92994434746879,130,254,0.93898,0.8233
cifar,train,resnet,20,98,a1,1e-06,1e-06,9.394026369264225,104,206,0.9471,0.8299
cifar,train,resnet,20,198,a1,1e-06,1e-06,8.610875184738688,134,262,0.96154,0.8357
cifar,train,resnet,20,86,a1,1e-06,1e-06,9.45626264904422,135,266,0.93706,0.8286
cifar,trainUval,resnet,20,146,a1,1e-06,1e-06,14.624650130357736,134,259,0.99976,0.8634
cifar,trainUval,resnet,20,82,a1,1e-06,1e-06,12.425452507395676,138,268,0.92996,0.8222
cifar,trainUval,resnet,20,69,a1,1e-06,1e-06,18.099372416070423,53,105,0.98984,0.8448
cifar,trainUval,resnet,20,154,a1,1e-06,1e-06,13.911875650677871,106,207,0.92252,0.8121
cifar,val,resnet,20,94,a1,1e-06,1e-06,13.02729909277582,37,72,0.94912,0.8323
cifar,val,resnet,20,7,a1,1e-06,1e-06,10.2678039569073,54,106,0.77184,0.7346
cifar,val,resnet,20,125,a1,1e-06,1e-06,14.17403901405919,43,85,0.99552,0.8544
cifar,val,resnet,20,140,a1,1e-06,1e-06,14.568168686967056,47,92,0.99954,0.8637
mnist,train,densenet,20,99,a1,1e-06,1e-06,9.497054561225468,155,297,0.99795,0.9714
mnist,train,densenet,20,81,a1,1e-06,1e-06,9.571328856526861,159,305,0.99425,0.9704
mnist,train,densenet,20,138,a1,1e-06,1e-06,8.400877977464006,123,241,0.9993,0.9718
mnist,train,densenet,20,12,a1,1e-06,1e-06,9.714195437554736,181,346,0.92705,0.921
mnist,trainUval,densenet,20,49,a1,1e-06,1e-06,9.552708297641402,180,342,0.9858166666666667,0.9663
mnist,trainUval,densenet,20,36,a1,1e-06,1e-06,9.384330154214695,170,327,0.9750666666666666,0.961
mnist,trainUval,densenet,20,6,a1,1e-06,1e-06,12.166802659543464,225,416,0.8936666666666667,0.8919
mnist,val,densenet,20,42,a1,1e-06,1e-06,8.932309836917739,53,104,0.98115,0.9653
mnist,val,densenet,20,93,a1,1e-06,1e-06,8.746021251689058,42,82,0.9971,0.9708
mnist,val,densenet,20,28,a1,1e-06,1e-06,9.583942975374157,43,84,0.96485,0.9545
mnist,val,densenet,20,129,a1,1e-06,1e-06,9.650243990408853,39,75,0.9993,0.9719
cifar,train,densenet,20,181,a1,1e-06,1e-06,7.751761552137168,148,293,0.96922,0.8413
cifar,train,densenet,20,135,a1,1e-06,1e-06,3.6562513011188003,383,745,0.99974,0.8731
cifar,train,densenet,20,29,a1,1e-06,1e-06,9.12468668079066,149,294,0.93514,0.8209
cifar,train,densenet,20,110,a1,1e-06,1e-06,8.022566922809574,153,300,0.98538,0.8538
cifar,trainUval,densenet,20,114,a1,1e-06,1e-06,12.813697984566716,232,455,0.99168,0.855
cifar,trainUval,densenet,20,158,a1,1e-06,1e-06,11.137833293197332,141,276,0.94334,0.8281
cifar,trainUval,densenet,20,58,a1,1e-06,1e-06,13.325000740898645,124,243,0.9878,0.843
cifar,trainUval,densenet,20,157,a1,1e-06,1e-06,10.086355183681462,136,268,0.95186,0.8375
cifar,val,densenet,20,169,a1,1e-06,1e-06,12.712916355094876,50,97,0.95996,0.838
cifar,val,densenet,20,148,a1,1e-06,1e-06,13.513709908320834,91,179,0.9999,0.8731
cifar,val,densenet,20,176,a1,1e-06,1e-06,12.78173211810008,54,104,0.9702,0.8464
cifar,val,densenet,20,126,a1,1e-06,1e-06,13.454882617776548,79,156,0.9986,0.8715
mnist,train,resnet,20,32,a1,1e-06,1e-06,10.074706785407102,178,349,0.9886,0.9721
mnist,train,resnet,20,142,a1,1e-06,1e-06,3.4805753262758117,66,130,0.99995,0.9793
mnist,train,resnet,20,108,a1,1e-06,1e-06,4.042965621698613,67,131,0.9999166666666667,0.9791
mnist,train,resnet,20,85,a1,1e-06,1e-06,6.3174452024044285,88,173,0.9994,0.9794
mnist,trainUval,resnet,20,122,a1,1e-06,1e-06,10.032398429373416,88,167,0.99995,0.9791
mnist,trainUval,resnet,20,118,a1,1e-06,1e-06,10.076085999512088,83,161,0.9999166666666667,0.9799
mnist,trainUval,resnet,20,112,a1,1e-06,1e-06,10.067274340570066,80,157,0.9999333333333333,0.979
mnist,trainUval,resnet,20,48,a1,1e-06,1e-06,9.878890531974207,172,334,0.9968666666666667,0.9779
mnist,val,resnet,20,41,a1,1e-06,1e-06,8.479351763303612,46,89,0.9950833333333333,0.9746
mnist,val,resnet,20,91,a1,1e-06,1e-06,8.477835729251183,32,60,0.9997166666666667,0.9782
mnist,val,resnet,20,163,a1,1e-06,1e-06,10.43127153759849,22,43,0.9999833333333333,0.9803
cifar,train,resnet,20,0,a1,1e-06,1e-06,214.96218460798264,1313,2475,0.1,0.1
cifar,train,resnet,20,116,a1,1e-06,1e-06,8.079930341750014,93,185,0.9841,0.8501
cifar,train,resnet,20,45,a1,1e-06,1e-06,11.600067415356989,145,287,0.90354,0.8142
cifar,train,resnet,20,59,a1,1e-06,1e-06,9.630590011498043,79,155,0.97358,0.8412
cifar,trainUval,resnet,20,10,a1,1e-06,1e-06,11.091206524059999,159,313,0.80658,0.7611
cifar,trainUval,resnet,20,23,a1,1e-06,1e-06,12.022261777393851,148,293,0.8854,0.8077
cifar,trainUval,resnet,20,186,a1,1e-06,1e-06,11.019787437004197,157,301,0.96034,0.8394
cifar,trainUval,resnet,20,164,a1,1e-06,1e-06,12.575131793041919,114,224,0.93384,0.8211
cifar,val,resnet,20,160,a1,1e-06,1e-06,12.763624870518242,38,75,0.94996,0.8359
cifar,val,resnet,20,152,a1,1e-06,1e-06,13.043922658125439,39,75,0.92792,0.8149
cifar,val,resnet,20,185,a1,1e-06,1e-06,12.018802407950943,44,84,0.96144,0.8342
cifar,val,resnet,20,102,a1,1e-06,1e-06,14.720800466271953,45,89,0.96218,0.8388
mnist,train,densenet,20,191,a1,1e-06,1e-06,4.747954505661028,91,179,0.99995,0.9733
mnist,train,densenet,20,83,a1,1e-06,1e-06,9.4430861548974,144,273,0.9946333333333334,0.9695
mnist,train,densenet,20,80,a1,1e-06,1e-06,9.541860506886678,168,324,0.9937333333333334,0.9695
mnist,train,densenet,20,57,a1,1e-06,1e-06,9.234358585563655,170,323,0.9885833333333334,0.9668
mnist,trainUval,densenet,20,172,a1,1e-06,1e-06,9.342176029084158,113,218,0.9998833333333333,0.9722
mnist,trainUval,densenet,20,66,a1,1e-06,1e-06,9.275699135248828,172,333,0.9892833333333333,0.9674
mnist,trainUval,densenet,20,145,a1,1e-06,1e-06,8.867154253343642,162,312,0.9993166666666666,0.9722
mnist,val,densenet,20,70,a1,1e-06,1e-06,8.868748017579492,49,95,0.9893666666666666,0.9677
mnist,val,densenet,20,144,a1,1e-06,1e-06,8.98275038303882,44,82,0.9993333333333333,0.9723
mnist,val,densenet,20,199,a1,1e-06,1e-06,9.321322345461795,33,62,0.99995,0.9724
mnist,val,densenet,20,74,a1,1e-06,1e-06,8.929183837045457,43,82,0.9912166666666666,0.9681
cifar,train,densenet,20,130,a1,1e-06,1e-06,4.111504228695821,339,660,0.99936,0.8701
cifar,train,densenet,20,22,a1,1e-06,1e-06,9.346341118661144,126,247,0.8782,0.7945
cifar,train,densenet,20,149,a1,1e-06,1e-06,2.1360851839408497,413,799,0.9999,0.8735
cifar,train,densenet,20,53,a1,1e-06,1e-06,7.278105670540526,120,235,0.97152,0.8372
cifar,trainUval,densenet,20,111,a1,1e-06,1e-06,12.619316840191232,191,376,0.98726,0.8496
cifar,trainUval,densenet,20,188,a1,1e-06,1e-06,11.507139143618588,177,346,0.96992,0.8433
cifar,trainUval,densenet,20,90,a1,1e-06,1e-06,11.592222055769753,146,286,0.96348,0.8361
cifar,trainUval,densenet,20,62,a1,1e-06,1e-06,13.113752169968393,126,249,0.9943,0.8471
cifar,val,densenet,20,107,a1,1e-06,1e-06,12.91405031920715,58,113,0.98446,0.847
cifar,val,densenet,20,97,a1,1e-06,1e-06,12.458844131586943,47,93,0.97282,0.8485
cifar,val,densenet,20,175,a1,1e-06,1e-06,12.733430488139447,48,94,0.96776,0.8485
cifar,val,densenet,20,133,a1,1e-06,1e-06,12.769694433440236,96,184,0.99976,0.873
mnist,train,resnet,20,192,a1,1e-06,1e-06,0.7095984637037418,53,103,1.0,0.9801
mnist,train,resnet,20,120,a1,1e-06,1e-06,3.9371889035863887,66,130,0.99995,0.9792
mnist,train,resnet,20,196,a1,1e-06,1e-06,0.6051627568486992,47,91,1.0,0.9802
mnist,train,resnet,20,8,a1,1e-06,1e-06,11.850963474074888,214,412,0.9614833333333334,0.9564
mnist,trainUval,resnet,20,147,a1,1e-06,1e-06,10.479515995390443,76,151,0.9999666666666667,0.9802
mnist,trainUval,resnet,20,37,a1,1e-06,1e-06,11.505115926778103,205,398,0.99295,0.9745
mnist,trainUval,resnet,20,14,a1,1e-06,1e-06,11.125796671937678,228,442,0.9746166666666667,0.9672
mnist,trainUval,resnet,20,159,a1,1e-06,1e-06,10.388192291458836,71,138,0.9999833333333333,0.9795
mnist,val,resnet,20,123,a1,1e-06,1e-06,10.006348962336915,25,49,0.99995,0.9784
mnist,val,resnet,20,100,a1,1e-06,1e-06,9.643551868054146,28,55,0.99985,0.9793
mnist,val,resnet,20,31,a1,1e-06,1e-06,7.880595877016731,59,112,0.98745,0.9721
cifar,train,resnet,20,182,a1,1e-06,1e-06,8.759389438506787,135,264,0.94132,0.821
cifar,train,resnet,20,117,a1,1e-06,1e-06,8.368816502143886,107,212,0.98568,0.8464
cifar,train,resnet,20,187,a1,1e-06,1e-06,7.864383140676409,127,252,0.96248,0.8364
cifar,train,resnet,20,134,a1,1e-06,1e-06,3.982886080326466,111,218,0.99908,0.8608
cifar,trainUval,resnet,20,143,a1,1e-06,1e-06,14.626922375865206,138,270,0.99974,0.8645
cifar,trainUval,resnet,20,18,a1,1e-06,1e-06,15.452440463909397,142,275,0.82292,0.7717
cifar,trainUval,resnet,20,180,a1,1e-06,1e-06,12.656119778842708,110,213,0.96328,0.8354
cifar,trainUval,resnet,20,155,a1,1e-06,1e-06,11.542206014449675,111,220,0.9266,0.8206
cifar,val,resnet,20,103,a1,1e-06,1e-06,12.59542660332977,39,76,0.96506,0.8399
cifar,val,resnet,20,30,a1,1e-06,1e-06,13.12725944093836,57,113,0.92048,0.8275
cifar,val,resnet,20,73,a1,1e-06,1e-06,12.265970645300513,59,115,0.90622,0.8144
cifar,val,resnet,20,109,a1,1e-06,1e-06,14.581067218410908,43,84,0.97554,0.8389
mnist,train,densenet,20,168,a1,1e-06,1e-06,6.814445425031295,108,212,0.9998166666666667,0.9722
mnist,train,densenet,20,161,a1,1e-06,1e-06,7.589085451157416,127,245,0.9996166666666667,0.9725
mnist,train,densenet,20,105,a1,1e-06,1e-06,8.722052240473658,137,263,0.99855,0.9713
mnist,train,densenet,20,46,a1,1e-06,1e-06,8.899715612428508,174,333,0.9842666666666666,0.9662
mnist,trainUval,densenet,20,24,a1,1e-06,1e-06,9.521279535405029,178,343,0.9634,0.9529
mnist,trainUval,densenet,20,40,a1,1e-06,1e-06,9.395507155420091,180,351,0.9793,0.9645
mnist,trainUval,densenet,20,121,a1,1e-06,1e-06,8.627079246842868,142,270,0.9990666666666667,0.972
mnist,val,densenet,20,71,a1,1e-06,1e-06,8.548577475955994,54,106,0.9893833333333333,0.9676
mnist,val,densenet,20,17,a1,1e-06,1e-06,8.825139496810152,42,80,0.95195,0.9436
mnist,val,densenet,20,1,a1,1e-06,1e-06,26.84938856959343,197,370,0.5747166666666667,0.5662
mnist,val,densenet,20,183,a1,1e-06,1e-06,9.6600703348156,35,66,0.9999166666666667,0.9724
cifar,train,densenet,20,101,a1,1e-06,1e-06,7.015496171428367,162,320,0.98064,0.8467
cifar,train,densenet,20,38,a1,1e-06,1e-06,10.657523504033293,111,217,0.88806,0.8012
cifar,train,densenet,20,127,a1,1e-06,1e-06,4.150298220683226,317,619,0.99908,0.8709
cifar,train,densenet,20,54,a1,1e-06,1e-06,7.465858142348338,130,256,0.97042,0.8344
cifar,trainUval,densenet,20,63,a1,1e-06,1e-06,13.641243106315187,130,254,0.99504,0.8479
cifar,trainUval,densenet,20,2,a1,1e-06,1e-06,25.645867474340776,296,581,0.58624,0.5725
cifar,trainUval,densenet,20,156,a1,1e-06,1e-06,10.632285569292208,140,269,0.9358,0.8208
cifar,trainUval,densenet,20,92,a1,1e-06,1e-06,13.20399771162647,138,267,0.95358,0.8302
cifar,val,densenet,20,96,a1,1e-06,1e-06,11.83886366943102,52,102,0.97416,0.846
cifar,val,densenet,20,179,a1,1e-06,1e-06,11.61033565293792,51,100,0.96226,0.8374
cifar,val,densenet,20,88,a1,1e-06,1e-06,12.409298608704262,53,104,0.95492,0.836
cifar,val,densenet,20,56,a1,1e-06,1e-06,13.522697816335949,39,76,0.98054,0.8416
mnist,train,resnet,20,128,a1,1e-06,1e-06,3.7255940136656136,73,141,0.99995,0.9796
mnist,train,resnet,20,52,a1,1e-06,1e-06,8.766844448609731,148,286,0.9975333333333334,0.9761
mnist,train,resnet,20,47,a1,1e-06,1e-06,9.433447607690368,152,296,0.9969,0.9766
mnist,train,resnet,20,67,a1,1e-06,1e-06,8.299148804225865,133,259,0.9982833333333333,0.9771
mnist,trainUval,resnet,20,19,a1,1e-06,1e-06,11.582134811077594,214,418,0.9833166666666666,0.9713
