dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,missing_colless,total_cophenetic_index,sackin_index,average_colless_index,average_missing_colless,average_total_cophenetic_index,average_sackin_index,train_acc,val_acc
mnist,val,vgg,20,10,a6,1e-07,1e-07,78,1.9743589743589745,1176.0,1,8957.0,721.0,15.076923076923077,0.01282051282051282,114.83333333333333,9.243589743589743,0.9944,0.9896
mnist,val,vgg,20,10,a7,1e-07,1e-07,79,2.0,1254.0,2,9879.0,784.0,15.873417721518987,0.02531645569620253,125.0506329113924,9.924050632911392,0.9944,0.9896
cifar,train,wres,20,48,a1,1e-07,1e-07,117,2.0,415.0,2,4190.0,514.0,3.547008547008547,0.017094017094017096,35.81196581196581,4.3931623931623935,0.9647,0.6755
cifar,train,wres,20,48,a2,1e-07,1e-07,1095,2.1620553359683794,,70,9055902.0,49027.0,,0.0639269406392694,8270.230136986302,44.77351598173516,0.9647,0.6755
cifar,train,wres,20,48,a3,1e-07,1e-07,2095,2.1345565749235473,,111,208636281.0,542897.0,,0.05298329355608592,99587.72362768496,259.1393794749403,0.9647,0.6755
cifar,train,wres,20,48,a4,1e-07,1e-07,2012,2.1393617021276596,,111,183934544.0,496384.0,,0.055168986083499,91418.75944333996,246.7117296222664,0.9647,0.6755
cifar,train,wres,20,48,a5,1e-07,1e-07,2046,2.143605870020964,,126,193746530.0,512026.0,,0.06158357771260997,94695.27370478984,250.25708699902248,0.9647,0.6755
cifar,trainUval,wres,20,48,a1,1e-07,1e-07,129,2.0,668.0,2,7437.0,652.0,5.178294573643411,0.015503875968992248,57.651162790697676,5.054263565891473,0.9647,0.6755
cifar,trainUval,wres,20,48,a2,1e-07,1e-07,1252,2.149484536082474,,73,13656789.0,65977.0,,0.05830670926517572,10907.978434504792,52.697284345047926,0.9647,0.6755
cifar,trainUval,wres,20,48,a3,1e-07,1e-07,2399,2.1315555555555554,,125,313801502.0,715691.0,,0.05210504376823676,130805.1279699875,298.3288870362651,0.9647,0.6755
cifar,trainUval,wres,20,48,a4,1e-07,1e-07,2318,2.1237396883593034,,120,283201866.0,668293.0,,0.05176876617773943,122175.09318377911,288.3058671268335,0.9647,0.6755
cifar,trainUval,wres,20,48,a5,1e-07,1e-07,2382,2.137342908438061,,130,309146607.0,703020.0,,0.054575986565911,129784.46977329974,295.13853904282115,0.9647,0.6755
