dataset,split,model,k,epoch,layer,thresh,thresh_mode,node_count,average_branching_factor,colless_index,missing_colless,total_cophenetic_index,sackin_index,train_acc,val_acc
cifar,trainUval,vgg,20,48,a1,0.001,1e-3,20,1.9,22.0,1,104.0,49.0,0.99618,0.8136
cifar,trainUval,vgg,20,6,a1,0.001,1e-3,46,1.9565217391304348,414.0,1,1957.0,282.0,0.83876,0.7557
cifar,trainUval,vgg,20,9,a1,0.001,1e-3,32,1.9375,162.0,1,611.0,135.0,0.91268,0.78
cifar,val,vgg,20,0,a1,0.001,1e-3,403,2.09375,,19,1445019.0,20483.0,0.0898,0.088
cifar,val,vgg,20,12,a1,0.001,1e-3,22,1.9090909090909092,78.0,1,206.0,72.0,0.95462,0.7898
cifar,val,vgg,20,15,a1,0.001,1e-3,22,1.9090909090909092,46.0,1,146.0,60.0,0.97316,0.7943
cifar,val,vgg,20,18,a1,0.001,1e-3,24,1.9166666666666667,88.0,1,261.0,82.0,0.981,0.7998
cifar,val,vgg,20,21,a1,0.001,1e-3,24,1.9166666666666667,60.0,1,208.0,72.0,0.98854,0.8085
cifar,val,vgg,20,24,a1,0.001,1e-3,22,1.9090909090909092,56.0,1,173.0,65.0,0.99238,0.8068
cifar,val,vgg,20,27,a1,0.001,1e-3,20,1.9,22.0,1,93.0,47.0,0.99514,0.8122
cifar,val,vgg,20,30,a1,0.001,1e-3,22,1.9090909090909092,54.0,1,172.0,64.0,0.99386,0.807
cifar,val,vgg,20,33,a1,0.001,1e-3,24,1.9166666666666667,72.0,1,232.0,76.0,0.99152,0.8
cifar,val,vgg,20,36,a1,0.001,1e-3,20,1.9,44.0,1,124.0,54.0,0.99544,0.8109
cifar,val,vgg,20,39,a1,0.001,1e-3,24,1.9166666666666667,90.0,1,265.0,83.0,0.99804,0.8168
cifar,val,vgg,20,3,a1,0.001,1e-3,32,1.9375,134.0,1,530.0,123.0,0.69552,0.6654
cifar,val,vgg,20,42,a1,0.001,1e-3,24,1.9166666666666667,40.0,1,173.0,66.0,0.99744,0.8124
cifar,val,vgg,20,44,a1,0.001,1e-3,22,1.9090909090909092,52.0,1,158.0,63.0,0.99792,0.8201
cifar,val,vgg,20,45,a1,0.001,1e-3,20,1.9,52.0,1,144.0,58.0,0.99834,0.8188
cifar,val,vgg,20,48,a1,0.001,1e-3,22,1.9090909090909092,90.0,1,220.0,76.0,0.99618,0.8136
cifar,val,vgg,20,6,a1,0.001,1e-3,24,1.9166666666666667,78.0,1,249.0,79.0,0.83876,0.7557
cifar,val,vgg,20,9,a1,0.001,1e-3,22,1.9090909090909092,80.0,1,211.0,73.0,0.91268,0.78
mnist,train,vgg,20,0,a1,0.001,1e-3,580,2.0104166666666665,,5,4079408.0,42321.0,0.07863333333333333,0.0759
mnist,train,vgg,20,10,a1,0.001,1e-3,20,1.9,30.0,1,101.0,49.0,0.9944,0.9896
mnist,train,vgg,20,11,a1,0.001,1e-3,20,1.9,44.0,1,124.0,54.0,0.9962,0.9894
mnist,train,vgg,20,12,a1,0.001,1e-3,20,1.9,30.0,1,90.0,49.0,0.996,0.99
mnist,train,vgg,20,13,a1,0.001,1e-3,20,1.9,56.0,1,138.0,58.0,0.9942,0.9865
mnist,train,vgg,20,14,a1,0.001,1e-3,20,1.9,20.0,1,86.0,46.0,0.9965666666666667,0.9897
mnist,train,vgg,20,15,a1,0.001,1e-3,20,1.9,30.0,1,109.0,51.0,0.9972666666666666,0.9901
mnist,train,vgg,20,1,a1,0.001,1e-3,22,1.9090909090909092,46.0,1,161.0,62.0,0.9642,0.9676
mnist,train,vgg,20,2,a1,0.001,1e-3,22,1.9090909090909092,58.0,1,160.0,64.0,0.9774666666666667,0.9763
mnist,train,vgg,20,3,a1,0.001,1e-3,26,1.9230769230769231,76.0,1,279.0,85.0,0.9815,0.9799
mnist,train,vgg,20,4,a1,0.001,1e-3,20,1.9,10.0,1,78.0,45.0,0.98955,0.9866
mnist,train,vgg,20,5,a1,0.001,1e-3,20,1.9,48.0,1,128.0,56.0,0.99235,0.987
mnist,train,vgg,20,6,a1,0.001,1e-3,26,1.9230769230769231,70.0,1,245.0,80.0,0.98915,0.986
mnist,train,vgg,20,7,a1,0.001,1e-3,22,1.9090909090909092,18.0,1,105.0,52.0,0.9917,0.9868
mnist,train,vgg,20,8,a1,0.001,1e-3,20,1.9,42.0,1,133.0,55.0,0.9938666666666667,0.9889
mnist,train,vgg,20,9,a1,0.001,1e-3,20,1.9,46.0,1,129.0,55.0,0.9958333333333333,0.9901
mnist,trainUval,vgg,20,0,a1,0.001,1e-3,634,2.0031645569620253,98587.0,3,5329519.0,50690.0,0.07863333333333333,0.0759
mnist,trainUval,vgg,20,10,a1,0.001,1e-3,20,1.9,30.0,1,101.0,49.0,0.9944,0.9896
mnist,trainUval,vgg,20,11,a1,0.001,1e-3,20,1.9,34.0,1,109.0,51.0,0.9962,0.9894
mnist,trainUval,vgg,20,12,a1,0.001,1e-3,20,1.9,64.0,1,160.0,62.0,0.996,0.99
mnist,trainUval,vgg,20,13,a1,0.001,1e-3,20,1.9,72.0,1,165.0,64.0,0.9942,0.9865
mnist,trainUval,vgg,20,14,a1,0.001,1e-3,20,1.9,60.0,1,151.0,60.0,0.9965666666666667,0.9897
mnist,trainUval,vgg,20,15,a1,0.001,1e-3,20,1.9,8.0,1,77.0,44.0,0.9972666666666666,0.9901
mnist,trainUval,vgg,20,1,a1,0.001,1e-3,24,1.9166666666666667,86.0,1,254.0,81.0,0.9642,0.9676
mnist,trainUval,vgg,20,2,a1,0.001,1e-3,24,1.9166666666666667,82.0,1,241.0,79.0,0.9774666666666667,0.9763
mnist,trainUval,vgg,20,3,a1,0.001,1e-3,28,1.9285714285714286,114.0,1,380.0,103.0,0.9815,0.9799
mnist,trainUval,vgg,20,4,a1,0.001,1e-3,20,1.9,54.0,1,130.0,57.0,0.98955,0.9866
mnist,trainUval,vgg,20,5,a1,0.001,1e-3,20,1.9,32.0,1,100.0,50.0,0.99235,0.987
mnist,trainUval,vgg,20,6,a1,0.001,1e-3,24,1.9166666666666667,70.0,1,221.0,75.0,0.98915,0.986
mnist,trainUval,vgg,20,7,a1,0.001,1e-3,20,1.9,58.0,1,145.0,59.0,0.9917,0.9868
mnist,trainUval,vgg,20,8,a1,0.001,1e-3,20,1.9,36.0,1,117.0,52.0,0.9938666666666667,0.9889
mnist,trainUval,vgg,20,9,a1,0.001,1e-3,20,1.9,34.0,1,109.0,51.0,0.9958333333333333,0.9901
mnist,val,vgg,20,0,a1,0.001,1e-3,124,1.9838709677419355,3638.0,1,39657.0,2005.0,0.07863333333333333,0.0759
mnist,val,vgg,20,10,a1,0.001,1e-3,20,1.9,32.0,1,100.0,50.0,0.9944,0.9896
mnist,val,vgg,20,11,a1,0.001,1e-3,20,1.9,36.0,1,127.0,54.0,0.9962,0.9894
mnist,val,vgg,20,12,a1,0.001,1e-3,20,1.9,54.0,1,130.0,57.0,0.996,0.99
mnist,val,vgg,20,13,a1,0.001,1e-3,20,1.9,52.0,1,143.0,58.0,0.9942,0.9865
mnist,val,vgg,20,14,a1,0.001,1e-3,20,1.9,64.0,1,160.0,62.0,0.9965666666666667,0.9897
mnist,val,vgg,20,15,a1,0.001,1e-3,20,1.9,40.0,1,105.0,52.0,0.9972666666666666,0.9901
mnist,val,vgg,20,1,a1,0.001,1e-3,20,1.9,28.0,1,108.0,50.0,0.9642,0.9676
mnist,val,vgg,20,2,a1,0.001,1e-3,20,1.9,38.0,1,118.0,53.0,0.9774666666666667,0.9763
mnist,val,vgg,20,3,a1,0.001,1e-3,20,1.9,72.0,1,165.0,64.0,0.9815,0.9799
mnist,val,vgg,20,4,a1,0.001,1e-3,20,1.9,36.0,1,115.0,52.0,0.98955,0.9866
mnist,val,vgg,20,5,a1,0.001,1e-3,20,1.9,64.0,1,160.0,62.0,0.99235,0.987
mnist,val,vgg,20,6,a1,0.001,1e-3,20,1.9,56.0,1,138.0,58.0,0.98915,0.986
mnist,val,vgg,20,7,a1,0.001,1e-3,20,1.9,44.0,1,120.0,54.0,0.9917,0.9868
mnist,val,vgg,20,8,a1,0.001,1e-3,20,1.9,40.0,1,127.0,54.0,0.9938666666666667,0.9889
mnist,val,vgg,20,9,a1,0.001,1e-3,20,1.9,54.0,1,149.0,59.0,0.9958333333333333,0.9901
cifar,train,wres,20,0,a1,0.001,1e-3,2643,2.141004862236629,,156,407445241.0,845447.0,0.10612,0.1065
cifar,train,wres,20,12,a1,0.001,1e-3,211,2.0,7548.0,2,159388.0,4225.0,0.58238,0.5322
cifar,train,wres,20,15,a1,0.001,1e-3,174,2.011627906976744,3961.0,3,72197.0,2383.0,0.65934,0.5944
cifar,train,wres,20,18,a1,0.001,1e-3,108,1.9814814814814814,1550.0,1,16721.0,983.0,0.71184,0.6095
cifar,train,wres,20,21,a1,0.001,1e-3,72,1.9722222222222223,560.0,1,4309.0,426.0,0.78076,0.6291
cifar,train,wres,20,24,a1,0.001,1e-3,38,1.9473684210526316,108.0,1,499.0,129.0,0.83864,0.6541
cifar,train,wres,20,27,a1,0.001,1e-3,32,1.9375,138.0,1,563.0,127.0,0.88692,0.6443
cifar,train,wres,20,30,a1,0.001,1e-3,26,1.9230769230769231,84.0,1,287.0,87.0,0.9315,0.6676
cifar,train,wres,20,33,a1,0.001,1e-3,20,1.9,46.0,1,125.0,55.0,0.93816,0.6481
cifar,train,wres,20,36,a1,0.001,1e-3,20,1.9,44.0,1,120.0,54.0,0.94204,0.6576
cifar,train,wres,20,39,a1,0.001,1e-3,20,1.9,56.0,1,153.0,60.0,0.9606,0.6669
cifar,train,wres,20,3,a1,0.001,1e-3,955,2.0126582278481013,,8,14837002.0,89853.0,0.29726,0.3001
cifar,train,wres,20,42,a1,0.001,1e-3,20,1.9,40.0,1,127.0,54.0,0.94962,0.6504
cifar,train,wres,20,45,a1,0.001,1e-3,24,1.9166666666666667,88.0,1,261.0,82.0,0.94596,0.6574
cifar,train,wres,20,48,a1,0.001,1e-3,20,1.9,14.0,1,79.0,45.0,0.9647,0.6755
cifar,train,wres,20,6,a1,0.001,1e-3,450,2.013452914798206,,5,1827943.0,23088.0,0.4376,0.4261
cifar,train,wres,20,9,a1,0.001,1e-3,314,2.0064102564102564,19185.0,3,582042.0,10356.0,0.51216,0.4962
cifar,trainUval,wres,20,0,a1,0.001,1e-3,3197,2.1420911528150133,,178,721694786.0,1229918.0,0.10612,0.1065
cifar,trainUval,wres,20,12,a1,0.001,1e-3,243,2.0,10380.0,2,252013.0,5779.0,0.58238,0.5322
cifar,trainUval,wres,20,15,a1,0.001,1e-3,196,2.0103092783505154,5261.0,3,108397.0,3172.0,0.65934,0.5944
cifar,trainUval,wres,20,18,a1,0.001,1e-3,138,1.9855072463768115,3396.0,1,46036.0,1951.0,0.71184,0.6095
cifar,trainUval,wres,20,21,a1,0.001,1e-3,81,2.0,1013.0,2,8882.0,691.0,0.78076,0.6291
cifar,trainUval,wres,20,24,a1,0.001,1e-3,42,1.9523809523809523,164.0,1,877.0,167.0,0.83864,0.6541
cifar,trainUval,wres,20,27,a1,0.001,1e-3,26,1.9230769230769231,78.0,1,273.0,84.0,0.88692,0.6443
cifar,trainUval,wres,20,30,a1,0.001,1e-3,28,1.9285714285714286,88.0,1,332.0,94.0,0.9315,0.6676
cifar,trainUval,wres,20,33,a1,0.001,1e-3,22,1.9090909090909092,82.0,1,215.0,74.0,0.93816,0.6481
cifar,trainUval,wres,20,36,a1,0.001,1e-3,20,1.9,28.0,1,106.0,50.0,0.94204,0.6576
cifar,trainUval,wres,20,39,a1,0.001,1e-3,20,1.9,60.0,1,151.0,60.0,0.9606,0.6669
cifar,trainUval,wres,20,3,a1,0.001,1e-3,1185,2.0101867572156196,,8,28433193.0,137973.0,0.29726,0.3001
cifar,trainUval,wres,20,42,a1,0.001,1e-3,20,1.9,56.0,1,154.0,60.0,0.94962,0.6504
cifar,trainUval,wres,20,45,a1,0.001,1e-3,24,1.9166666666666667,80.0,1,254.0,80.0,0.94596,0.6574
cifar,trainUval,wres,20,48,a1,0.001,1e-3,20,1.9,30.0,1,115.0,51.0,0.9647,0.6755
cifar,trainUval,wres,20,6,a1,0.001,1e-3,548,2.011029411764706,,5,3249299.0,33745.0,0.4376,0.4261
cifar,trainUval,wres,20,9,a1,0.001,1e-3,386,2.0052083333333335,30692.0,3,1108999.0,16166.0,0.51216,0.4962
cifar,val,wres,20,0,a1,0.001,1e-3,581,2.116788321167883,,30,3780047.0,36562.0,0.10612,0.1065
cifar,val,wres,20,12,a1,0.001,1e-3,79,2.0,809.0,2,7390.0,599.0,0.58238,0.5322
cifar,val,wres,20,15,a1,0.001,1e-3,72,2.088235294117647,,5,5438.0,485.0,0.65934,0.5944
cifar,val,wres,20,18,a1,0.001,1e-3,54,1.962962962962963,478.0,1,2679.0,332.0,0.71184,0.6095
cifar,val,wres,20,21,a1,0.001,1e-3,44,1.9545454545454546,298.0,1,1463.0,229.0,0.78076,0.6291
cifar,val,wres,20,24,a1,0.001,1e-3,31,2.0,26.0,2,295.0,91.0,0.83864,0.6541
cifar,val,wres,20,27,a1,0.001,1e-3,28,1.9285714285714286,122.0,1,409.0,107.0,0.88692,0.6443
cifar,val,wres,20,30,a1,0.001,1e-3,32,1.9375,88.0,1,401.0,104.0,0.9315,0.6676
cifar,val,wres,20,33,a1,0.001,1e-3,22,1.9090909090909092,74.0,1,209.0,72.0,0.93816,0.6481
cifar,val,wres,20,36,a1,0.001,1e-3,24,1.9166666666666667,60.0,1,208.0,72.0,0.94204,0.6576
cifar,val,wres,20,39,a1,0.001,1e-3,20,1.9,34.0,1,109.0,51.0,0.9606,0.6669
cifar,val,wres,20,3,a1,0.001,1e-3,249,2.016260162601626,,4,207990.0,5180.0,0.29726,0.3001
cifar,val,wres,20,42,a1,0.001,1e-3,26,1.9230769230769231,98.0,1,318.0,92.0,0.94962,0.6504
cifar,val,wres,20,45,a1,0.001,1e-3,22,1.9090909090909092,76.0,1,200.0,71.0,0.94596,0.6574
cifar,val,wres,20,48,a1,0.001,1e-3,22,1.9090909090909092,66.0,1,188.0,68.0,0.9647,0.6755
cifar,val,wres,20,6,a1,0.001,1e-3,123,2.0,2262.0,2,28557.0,1393.0,0.4376,0.4261
cifar,val,wres,20,9,a1,0.001,1e-3,94,1.9787234042553192,1496.0,1,14380.0,927.0,0.51216,0.4962
mnist,train,wres,20,0,a1,0.001,1e-3,1919,2.0893246187363834,,77,155255361.0,458994.0,0.1039,0.1007
mnist,train,wres,20,10,a1,0.001,1e-3,20,1.9,72.0,1,165.0,64.0,0.9830833333333333,0.9799
mnist,train,wres,20,11,a1,0.001,1e-3,20,1.9,52.0,1,144.0,58.0,0.9846833333333334,0.9795
mnist,train,wres,20,12,a1,0.001,1e-3,20,1.9,56.0,1,138.0,58.0,0.9875,0.9832
mnist,train,wres,20,13,a1,0.001,1e-3,20,1.9,44.0,1,121.0,54.0,0.989,0.9826
mnist,train,wres,20,14,a1,0.001,1e-3,20,1.9,52.0,1,143.0,58.0,0.98785,0.9841
mnist,train,wres,20,15,a1,0.001,1e-3,20,1.9,52.0,1,143.0,58.0,0.9841,0.9774
mnist,train,wres,20,1,a1,0.001,1e-3,428,2.004694835680751,35425.0,3,1385134.0,18816.0,0.6395833333333333,0.6448
mnist,train,wres,20,2,a1,0.001,1e-3,150,1.9866666666666666,4712.0,1,65647.0,2621.0,0.8585,0.8664
mnist,train,wres,20,3,a1,0.001,1e-3,30,1.9333333333333333,130.0,1,471.0,116.0,0.94775,0.9505
mnist,train,wres,20,4,a1,0.001,1e-3,26,1.9230769230769231,92.0,1,304.0,89.0,0.9597833333333333,0.9605
mnist,train,wres,20,5,a1,0.001,1e-3,22,1.9090909090909092,70.0,1,201.0,70.0,0.9680166666666666,0.9656
mnist,train,wres,20,6,a1,0.001,1e-3,22,1.9090909090909092,52.0,1,166.0,63.0,0.9725333333333334,0.9687
mnist,train,wres,20,7,a1,0.001,1e-3,24,1.9166666666666667,74.0,1,236.0,77.0,0.9801166666666666,0.9756
mnist,train,wres,20,8,a1,0.001,1e-3,20,1.9,44.0,1,121.0,54.0,0.9772166666666666,0.9719
mnist,train,wres,20,9,a1,0.001,1e-3,22,1.9090909090909092,48.0,1,145.0,61.0,0.9820166666666666,0.9756
mnist,trainUval,wres,20,0,a1,0.001,1e-3,2137,2.0859375,,80,214329362.0,567994.0,0.1039,0.1007
mnist,trainUval,wres,20,10,a1,0.001,1e-3,20,1.9,72.0,1,165.0,64.0,0.9830833333333333,0.9799
mnist,trainUval,wres,20,11,a1,0.001,1e-3,20,1.9,66.0,1,163.0,63.0,0.9846833333333334,0.9795
mnist,trainUval,wres,20,12,a1,0.001,1e-3,20,1.9,18.0,1,83.0,47.0,0.9875,0.9832
mnist,trainUval,wres,20,13,a1,0.001,1e-3,20,1.9,40.0,1,105.0,52.0,0.989,0.9826
mnist,trainUval,wres,20,14,a1,0.001,1e-3,20,1.9,54.0,1,149.0,59.0,0.98785,0.9841
mnist,trainUval,wres,20,15,a1,0.001,1e-3,22,1.9090909090909092,80.0,1,211.0,73.0,0.9841,0.9774
mnist,trainUval,wres,20,1,a1,0.001,1e-3,532,2.0037735849056606,54376.0,3,2587304.0,28376.0,0.6395833333333333,0.6448
mnist,trainUval,wres,20,2,a1,0.001,1e-3,178,1.9887640449438202,6934.0,1,112593.0,3776.0,0.8585,0.8664
mnist,trainUval,wres,20,3,a1,0.001,1e-3,30,1.9333333333333333,102.0,1,404.0,106.0,0.94775,0.9505
mnist,trainUval,wres,20,4,a1,0.001,1e-3,26,1.9230769230769231,100.0,1,306.0,91.0,0.9597833333333333,0.9605
mnist,trainUval,wres,20,5,a1,0.001,1e-3,22,1.9090909090909092,80.0,1,211.0,73.0,0.9680166666666666,0.9656
mnist,trainUval,wres,20,6,a1,0.001,1e-3,22,1.9090909090909092,70.0,1,201.0,70.0,0.9725333333333334,0.9687
mnist,trainUval,wres,20,7,a1,0.001,1e-3,20,1.9,72.0,1,165.0,64.0,0.9801166666666666,0.9756
mnist,trainUval,wres,20,8,a1,0.001,1e-3,20,1.9,42.0,1,116.0,53.0,0.9772166666666666,0.9719
mnist,trainUval,wres,20,9,a1,0.001,1e-3,20,1.9,72.0,1,165.0,64.0,0.9820166666666666,0.9756
mnist,val,wres,20,0,a1,0.001,1e-3,288,2.064748201438849,,8,530733.0,10600.0,0.1039,0.1007
mnist,val,wres,20,10,a1,0.001,1e-3,20,1.9,36.0,1,127.0,54.0,0.9830833333333333,0.9799
mnist,val,wres,20,11,a1,0.001,1e-3,20,1.9,60.0,1,151.0,60.0,0.9846833333333334,0.9795
mnist,val,wres,20,12,a1,0.001,1e-3,20,1.9,46.0,1,142.0,57.0,0.9875,0.9832
mnist,val,wres,20,13,a1,0.001,1e-3,20,1.9,60.0,1,151.0,60.0,0.989,0.9826
mnist,val,wres,20,14,a1,0.001,1e-3,20,1.9,46.0,1,125.0,55.0,0.98785,0.9841
mnist,val,wres,20,15,a1,0.001,1e-3,20,1.9,62.0,1,156.0,61.0,0.9841,0.9774
mnist,val,wres,20,1,a1,0.001,1e-3,62,1.967741935483871,566.0,1,3477.0,394.0,0.6395833333333333,0.6448
mnist,val,wres,20,2,a1,0.001,1e-3,28,1.9285714285714286,132.0,1,423.0,110.0,0.8585,0.8664
mnist,val,wres,20,3,a1,0.001,1e-3,24,1.9166666666666667,42.0,1,145.0,63.0,0.94775,0.9505
mnist,val,wres,20,4,a1,0.001,1e-3,22,1.9090909090909092,54.0,1,143.0,62.0,0.9597833333333333,0.9605
mnist,val,wres,20,5,a1,0.001,1e-3,20,1.9,52.0,1,143.0,58.0,0.9680166666666666,0.9656
mnist,val,wres,20,6,a1,0.001,1e-3,22,1.9090909090909092,64.0,1,180.0,67.0,0.9725333333333334,0.9687
mnist,val,wres,20,7,a1,0.001,1e-3,20,1.9,50.0,1,140.0,57.0,0.9801166666666666,0.9756
mnist,val,wres,20,8,a1,0.001,1e-3,20,1.9,66.0,1,163.0,63.0,0.9772166666666666,0.9719
mnist,val,wres,20,9,a1,0.001,1e-3,20,1.9,48.0,1,133.0,56.0,0.9820166666666666,0.9756
